"customer_id","recency_days","frequency","monetary","churn_status"
"14902.0",25,3,1035.62,"Active"
"15863.0",25,5,358.70,"Active"
"13700.0",25,13,2613.46,"Active"
"17663.0",25,17,5175.83,"Active"
"17287.0",25,21,4111.96,"Active"
"12428.0",25,9,7956.46,"Active"
"14382.0",25,2,1246.80,"Active"
"16936.0",25,2,551.17,"Active"
"18117.0",25,1,320.72,"Active"
"12689.0",25,2,1247.61,"Active"
"13146.0",25,1,228.91,"Active"
"16898.0",25,5,1016.37,"Active"
"13178.0",25,21,14059.19,"Active"
"15168.0",25,1,106.56,"Active"
"15291.0",25,40,13846.56,"Active"
"14862.0",25,2,841.20,"Active"
"17720.0",25,10,2768.91,"Active"
"13603.0",25,1,164.34,"Active"
"13549.0",25,8,1005.80,"Active"
"14494.0",25,3,401.46,"Active"
"14684.0",25,6,1468.55,"Active"
"16930.0",25,3,380.55,"Active"
"14499.0",25,7,2138.97,"Active"
"15365.0",25,13,4557.13,"Active"
"15203.0",25,15,4400.18,"Active"
"14530.0",25,16,6197.40,"Active"
"13379.0",25,3,572.56,"Active"
"16726.0",25,7,2088.41,"Active"
"18211.0",25,5,600.07,"Active"
"12938.0",25,1,114.14,"Active"
"16720.0",25,3,795.48,"Active"
"16303.0",25,7,7928.27,"Active"
"14227.0",25,15,6368.71,"Active"
"12867.0",25,13,7913.29,"Active"
"13451.0",25,11,7190.92,"Active"
"12865.0",25,4,3323.47,"Active"
"15787.0",25,3,948.05,"Active"
"15411.0",25,4,1358.88,"Active"
"12508.0",25,2,398.27,"Active"
"18069.0",25,11,4540.56,"Active"
"14784.0",25,3,449.93,"Active"
"18263.0",25,3,1213.16,"Active"
"15449.0",25,3,974.52,"Active"
"18082.0",25,1,703.37,"Active"
"17211.0",26,13,4046.65,"Active"
"16560.0",26,8,3048.38,"Active"
"16571.0",26,10,4248.74,"Active"
"15429.0",26,2,397.35,"Active"
"13450.0",26,13,4120.04,"Active"
"13892.0",26,6,1267.65,"Active"
"16416.0",26,9,2972.88,"Active"
"13984.0",26,12,2048.60,"Active"
"15599.0",26,3,1250.06,"Active"
"17790.0",26,20,2783.61,"Active"
"13170.0",26,1,116.01,"Active"
"14044.0",26,10,3123.10,"Active"
"17838.0",26,13,6722.90,"Active"
"14882.0",26,14,3628.15,"Active"
"17041.0",26,6,1686.28,"Active"
"14487.0",26,7,1453.61,"Active"
"14661.0",26,1,107.95,"Active"
"13895.0",27,6,4008.52,"Active"
"17054.0",27,5,1356.33,"Active"
"12726.0",27,11,4014.60,"Active"
"17069.0",27,14,5794.28,"Active"
"16460.0",27,3,814.72,"Active"
"17088.0",27,4,1991.01,"Active"
"17071.0",27,13,3801.20,"Active"
"16671.0",27,3,1692.27,"Active"
"15692.0",27,1,191.04,"Active"
"15608.0",27,5,1785.98,"Active"
"16332.0",27,11,2010.41,"Active"
"13310.0",27,5,1541.20,"Active"
"12517.0",27,5,2502.84,"Active"
"13557.0",27,13,3032.26,"Active"
"13091.0",27,3,2321.82,"Active"
"13732.0",27,1,491.86,"Active"
"12691.0",27,7,1170.40,"Active"
"12685.0",27,6,2863.08,"Active"
"17191.0",27,15,4836.05,"Active"
"16433.0",27,2,384.52,"Active"
"18014.0",27,1,166.42,"Active"
"15492.0",27,2,659.46,"Active"
"12480.0",27,7,5464.85,"Active"
"17052.0",27,1,413.75,"Active"
"15463.0",28,1,126.14,"Active"
"12538.0",28,2,640.45,"Active"
"12600.0",28,21,5043.92,"Active"
"16743.0",28,14,4253.26,"Active"
"17109.0",28,8,1295.46,"Active"
"12617.0",28,1,355.53,"Active"
"14466.0",28,13,4646.90,"Active"
"13396.0",28,2,1360.99,"Active"
"16126.0",28,15,14646.80,"Active"
"17573.0",28,3,380.60,"Active"
"16791.0",28,15,4038.69,"Active"
"16434.0",28,12,2741.74,"Active"
"17512.0",28,18,5467.82,"Active"
"17977.0",28,2,1565.63,"Active"
"12697.0",28,3,957.59,"Active"
"13460.0",28,2,183.44,"Active"
"14543.0",28,39,14906.77,"Active"
"17295.0",28,3,556.95,"Active"
"12589.0",28,8,4695.66,"Active"
"14035.0",28,9,2856.72,"Active"
"13727.0",28,8,1080.05,"Active"
"14765.0",28,3,254.11,"Active"
"13817.0",28,2,382.98,"Active"
"16903.0",28,3,1062.28,"Active"
"14748.0",28,10,3152.32,"Active"
"14712.0",28,4,1328.07,"Active"
"17932.0",28,3,1331.57,"Active"
"15557.0",28,1,473.65,"Active"
"15238.0",28,3,1071.99,"Active"
"17015.0",28,3,1842.56,"Active"
"17162.0",28,10,1715.46,"Active"
"12384.0",28,2,585.27,"Active"
"12473.0",28,5,3938.55,"Active"
"13148.0",28,26,8621.81,"Active"
"12844.0",28,4,648.60,"Active"
"16907.0",28,9,1707.90,"Active"
"14064.0",28,15,3332.42,"Active"
"12712.0",28,21,7193.66,"Active"
"15289.0",28,5,1593.09,"Active"
"14662.0",28,7,1416.33,"Active"
"14226.0",28,6,3002.53,"Active"
"16386.0",28,3,1102.59,"Active"
"15184.0",28,4,689.95,"Active"
"18217.0",28,4,945.04,"Active"
"15111.0",28,5,2730.87,"Active"
"18135.0",28,10,1249.62,"Active"
"14863.0",28,1,266.76,"Active"
"15355.0",28,2,277.05,"Active"
"18209.0",28,1,139.10,"Active"
"14829.0",28,7,1692.84,"Active"
"14789.0",28,1,197.64,"Active"
"17901.0",28,3,260.08,"Active"
"13606.0",28,3,280.54,"Active"
"13810.0",28,3,1499.01,"Active"
"16912.0",28,15,4480.31,"Active"
"12599.0",28,13,2296.72,"Active"
"15986.0",29,2,354.42,"Active"
"12541.0",29,3,981.18,"Active"
"16218.0",29,13,4439.97,"Active"
"12708.0",29,18,5314.10,"Active"
"17059.0",29,9,5602.53,"Active"
"18125.0",29,4,1142.99,"Active"
"17011.0",29,3,671.70,"Active"
"16628.0",29,7,2318.10,"Active"
"15452.0",29,6,1799.11,"Active"
"17197.0",29,1,1013.01,"Active"
"15485.0",29,7,5771.51,"Active"
"17521.0",29,5,1278.06,"Active"
"17416.0",29,22,17298.45,"Active"
"12659.0",29,1,91.68,"Active"
"15450.0",29,1,429.84,"Active"
"17867.0",29,15,1621.28,"Active"
"14921.0",29,2,1316.07,"Active"
"17537.0",29,2,897.62,"Active"
"14968.0",29,2,504.99,"Active"
"14240.0",29,3,1247.49,"Active"
"16516.0",29,1,101.70,"Active"
"17690.0",29,20,7448.10,"Active"
"18274.0",29,1,175.92,"Active"
"16025.0",29,1,439.66,"Active"
"13522.0",29,1,125.80,"Active"
"16953.0",29,1,20.80,"Active"
"18236.0",29,12,1795.35,"Active"
"17702.0",29,6,3144.04,"Active"
"12981.0",29,2,372.22,"Active"
"15114.0",29,12,3400.12,"Active"
"14944.0",29,19,9784.67,"Active"
"13983.0",29,21,7108.45,"Active"
"17038.0",29,2,743.17,"Active"
"13992.0",29,3,219.50,"Active"
"16986.0",29,11,4888.75,"Active"
"16003.0",29,10,5613.83,"Active"
"13209.0",29,13,8509.51,"Active"
"17340.0",29,18,22404.82,"Active"
"16996.0",29,9,2123.61,"Active"
"12532.0",29,1,349.83,"Active"
"17791.0",29,1,106.10,"Active"
"17022.0",30,2,260.00,"Active"
"16837.0",30,11,3170.98,"Active"
"17865.0",30,46,26374.39,"Active"
"13623.0",30,10,2566.49,"Active"
"13110.0",30,12,2957.47,"Active"
"14284.0",30,3,1299.65,"Active"
"12849.0",30,6,3090.56,"Active"
"13643.0",30,10,2156.77,"Active"
"16751.0",30,1,1764.72,"Active"
"14676.0",30,12,8356.79,"Active"
"14691.0",30,5,2114.33,"Active"
"14214.0",30,5,1004.38,"Active"
"13867.0",30,3,1015.29,"Active"
"16639.0",30,4,1747.98,"Active"
"13384.0",30,11,6680.83,"Active"
"17637.0",30,2,547.06,"Active"
"16880.0",30,8,1840.86,"Active"
"17515.0",30,9,1617.46,"Active"
"16041.0",30,3,3166.40,"Active"
"15406.0",30,4,975.87,"Active"
"17633.0",30,7,2057.39,"Active"
"14188.0",30,6,2054.36,"Active"
"13695.0",30,16,2770.73,"Active"
"16284.0",30,3,1029.77,"Active"
"13272.0",30,2,276.56,"Active"
"12949.0",30,22,15526.70,"Active"
"16863.0",30,3,998.52,"Active"
"13804.0",30,9,3208.52,"Active"
"15153.0",30,1,329.25,"Active"
"13975.0",30,12,5358.84,"Active"
"12990.0",30,7,955.50,"Active"
"16618.0",30,5,2647.59,"Active"
"17160.0",30,17,10209.16,"Active"
"18216.0",30,1,481.75,"Active"
"15027.0",30,10,3195.60,"Active"
"15103.0",30,2,703.36,"Active"
"15356.0",30,13,3464.95,"Active"
"12893.0",30,1,188.14,"Active"
"13029.0",30,5,1927.30,"Active"
"18177.0",30,9,2216.87,"Active"
"16767.0",30,15,8073.80,"Active"
"17313.0",30,1,2328.84,"Active"
"13046.0",30,3,949.25,"Active"
"15043.0",30,6,2873.80,"Active"
"14108.0",30,4,1044.96,"Active"
"16205.0",30,7,1830.61,"Active"
"14073.0",31,1,151.04,"Active"
"17158.0",31,5,1980.00,"Active"
"13329.0",31,8,5112.97,"Active"
"13381.0",31,12,8224.37,"Active"
"16637.0",31,4,1154.47,"Active"
"14623.0",31,10,2059.58,"Active"
"12472.0",31,19,17880.59,"Active"
"14700.0",31,5,3116.26,"Active"
"15573.0",31,5,1207.18,"Active"
"15330.0",31,2,714.96,"Active"
"13710.0",31,3,509.52,"Active"
"16505.0",31,1,777.60,"Active"
"13717.0",31,8,1763.30,"Active"
"14524.0",31,13,2933.71,"Active"
"15957.0",31,3,930.10,"Active"
"14050.0",31,2,746.36,"Active"
"15950.0",31,10,7180.71,"Active"
"17289.0",31,9,2079.39,"Active"
"16187.0",31,15,6911.44,"Active"
"16362.0",31,6,946.94,"Active"
"18150.0",31,3,566.58,"Active"
"17043.0",31,8,2616.55,"Active"
"13047.0",31,24,8795.16,"Active"
"17886.0",31,6,1608.38,"Active"
"16348.0",31,8,1798.22,"Active"
"12721.0",31,8,4013.08,"Active"
"15249.0",31,18,9266.00,"Active"
"17219.0",31,2,259.13,"Active"
"16732.0",31,4,4387.64,"Active"
"14360.0",31,4,2128.23,"Active"
"18036.0",31,11,1563.64,"Active"
"14929.0",31,2,836.69,"Active"
"17964.0",31,2,733.46,"Active"
"12832.0",31,2,383.03,"Active"
"18016.0",31,7,1960.46,"Active"
"15763.0",31,2,1086.92,"Active"
"17430.0",32,4,735.17,"Active"
"15513.0",32,35,27750.55,"Active"
"15493.0",32,9,4314.98,"Active"
"17107.0",32,10,16075.42,"Active"
"16488.0",32,3,498.80,"Active"
"17608.0",32,4,498.53,"Active"
"15839.0",32,3,1048.49,"Active"
"13824.0",32,12,3314.76,"Active"
"12638.0",32,2,921.49,"Active"
"15785.0",32,16,5969.93,"Active"
"13634.0",32,16,5073.47,"Active"
"15526.0",32,2,148.44,"Active"
"16372.0",32,5,1328.61,"Active"
"18170.0",32,9,2878.00,"Active"
"15870.0",32,4,862.61,"Active"
"15427.0",32,3,1483.14,"Active"
"15696.0",32,13,3906.57,"Active"
"15025.0",32,2,1013.09,"Active"
"17831.0",32,1,35.40,"Active"
"16771.0",32,10,3967.60,"Active"
"12484.0",32,12,6370.15,"Active"
"13759.0",32,2,659.41,"Active"
"16357.0",32,4,868.37,"Active"
"14387.0",32,3,1770.56,"Active"
"16612.0",32,9,3245.43,"Active"
"17164.0",32,7,2467.35,"Active"
"14039.0",32,2,267.28,"Active"
"15618.0",32,4,776.85,"Active"
"17761.0",32,1,712.78,"Active"
"16053.0",32,6,3634.84,"Active"
"13523.0",32,6,5101.52,"Active"
"17082.0",32,6,4732.03,"Active"
"15719.0",32,31,10223.06,"Active"
"12408.0",32,8,4340.77,"Active"
"14174.0",32,1,134.46,"Active"
"17623.0",32,7,2383.67,"Active"
"15522.0",32,2,398.84,"Active"
"13155.0",32,6,1750.18,"Active"
"13097.0",32,28,13389.22,"Active"
"12357.0",32,3,18287.66,"Active"
"14080.0",32,5,1115.68,"Active"
"14517.0",32,2,330.45,"Active"
"12645.0",33,8,3539.30,"Active"
"16243.0",33,2,409.10,"Active"
"16466.0",33,15,3838.59,"Active"
"15017.0",33,1,125.58,"Active"
"13772.0",33,8,3114.22,"Active"
"13527.0",33,12,4683.74,"Active"
"12838.0",33,10,3398.48,"Active"
"16445.0",33,4,602.73,"Active"
"13532.0",33,1,210.31,"Active"
"15952.0",33,4,806.57,"Active"
"13365.0",33,2,2225.37,"Active"
"15407.0",33,4,1056.44,"Active"
"16676.0",33,6,2361.90,"Active"
"14936.0",33,12,12410.81,"Active"
"14404.0",33,13,2899.11,"Active"
"17274.0",34,2,577.38,"Active"
"12928.0",34,12,4304.89,"Active"
"16555.0",34,6,1915.68,"Active"
"14971.0",34,3,1116.57,"Active"
"13938.0",34,1,71.66,"Active"
"15597.0",34,2,563.37,"Active"
"16318.0",34,1,328.15,"Active"
"17084.0",34,3,5202.97,"Active"
"12577.0",34,8,1653.75,"Active"
"17703.0",34,4,1094.84,"Active"
"14592.0",34,3,570.46,"Active"
"15707.0",34,4,945.58,"Active"
"17233.0",34,3,560.86,"Active"
"13651.0",34,3,226.85,"Active"
"16887.0",34,3,660.72,"Active"
"16012.0",34,5,2989.79,"Active"
"16914.0",35,1,208.46,"Active"
"15252.0",35,5,2103.41,"Active"
"13721.0",35,2,741.54,"Active"
"17634.0",35,9,2361.97,"Active"
"15612.0",35,2,195.15,"Active"
"12576.0",35,8,2142.72,"Active"
"13168.0",35,5,1875.31,"Active"
"15605.0",35,9,1936.80,"Active"
"12544.0",35,1,372.70,"Active"
"18205.0",35,2,517.36,"Active"
"13592.0",35,4,247.96,"Active"
"12352.0",35,10,2849.84,"Active"
"14150.0",35,2,658.64,"Active"
"17076.0",35,6,1242.75,"Active"
"17078.0",35,2,378.20,"Active"
"17930.0",35,13,4275.22,"Active"
"17351.0",35,12,1988.23,"Active"
"18081.0",35,3,343.45,"Active"
"15010.0",35,1,308.94,"Active"
"15722.0",35,11,5258.10,"Active"
"12431.0",35,27,10857.97,"Active"
"16602.0",35,2,763.33,"Active"
"12944.0",35,2,604.51,"Active"
"16409.0",35,12,5709.04,"Active"
"14636.0",35,2,609.85,"Active"
"14913.0",35,8,4073.13,"Active"
"17203.0",35,10,5575.88,"Active"
"17403.0",35,2,400.57,"Active"
"17193.0",35,9,2310.04,"Active"
"18035.0",35,5,1276.74,"Active"
"17979.0",35,4,757.71,"Active"
"12397.0",35,2,2409.90,"Active"
"15809.0",35,7,1274.44,"Active"
"13324.0",35,18,10513.47,"Active"
"14856.0",35,3,1311.38,"Active"
"18022.0",35,5,1651.79,"Active"
"16706.0",36,3,531.35,"Active"
"16841.0",36,12,4006.06,"Active"
"16367.0",36,3,1362.40,"Active"
"13316.0",36,10,13191.57,"Active"
"17442.0",36,15,4620.30,"Active"
"16337.0",36,1,151.05,"Active"
"14098.0",36,1,147.35,"Active"
"15998.0",36,16,8308.34,"Active"
"15227.0",36,9,2488.49,"Active"
"14974.0",36,1,114.39,"Active"
"15651.0",36,5,1259.06,"Active"
"14815.0",36,2,778.50,"Active"
"16221.0",36,9,2235.51,"Active"
"17800.0",36,9,1199.01,"Active"
"17999.0",36,3,730.90,"Active"
"14528.0",36,1,364.22,"Active"
"13636.0",36,5,949.12,"Active"
"17816.0",36,6,112.32,"Active"
"18164.0",36,1,399.65,"Active"
"13728.0",36,16,2855.17,"Active"
"17653.0",36,4,1207.56,"Active"
"13904.0",36,2,332.64,"Active"
"12808.0",36,5,906.10,"Active"
"17947.0",36,1,176.68,"Active"
"13271.0",36,1,217.38,"Active"
"15551.0",36,7,1710.08,"Active"
"18104.0",36,1,754.64,"Active"
"12594.0",37,15,5090.11,"Active"
"17696.0",37,27,7679.59,"Active"
"12779.0",37,14,6722.27,"Active"
"15830.0",37,1,576.00,"Active"
"16729.0",37,21,7239.92,"Active"
"16884.0",37,4,1073.92,"Active"
"17719.0",37,15,5396.04,"Active"
"16014.0",37,5,1130.27,"Active"
"14383.0",37,3,1247.69,"Active"
"16043.0",37,8,1856.59,"Active"
"16971.0",37,1,357.21,"Active"
"16308.0",37,7,5120.00,"Active"
"15576.0",37,1,940.67,"Active"
"18105.0",37,1,113.48,"Active"
"12830.0",37,6,6814.64,"Active"
"18270.0",37,3,444.55,"Active"
"16747.0",37,2,836.06,"Active"
"17965.0",37,29,7240.98,"Active"
"17966.0",37,10,1974.42,"Active"
"15065.0",37,5,3326.86,"Active"
"13477.0",37,11,2834.17,"Active"
"15847.0",37,5,822.57,"Active"
"15423.0",37,3,266.89,"Active"
"15275.0",37,1,615.14,"Active"
"17396.0",38,14,8807.10,"Active"
"13327.0",38,20,9879.48,"Active"
"13292.0",38,5,994.51,"Active"
"17733.0",38,2,692.19,"Active"
"13982.0",38,9,4445.59,"Active"
"15018.0",38,3,607.46,"Active"
"14167.0",38,8,1296.49,"Active"
"13461.0",38,6,4160.00,"Active"
"14995.0",38,2,233.23,"Active"
"17166.0",38,2,206.34,"Active"
"14345.0",38,1,108.98,"Active"
"12674.0",38,4,1970.60,"Active"
"16825.0",38,5,1826.89,"Active"
"16830.0",38,4,1207.50,"Active"
"14485.0",38,1,165.75,"Active"
"13726.0",38,2,1079.66,"Active"
"12588.0",38,4,958.78,"Active"
"12552.0",38,2,437.82,"Active"
"15974.0",38,7,3442.15,"Active"
"12522.0",38,2,192.72,"Active"
"12491.0",38,1,460.40,"Active"
"16969.0",38,3,650.41,"Active"
"13697.0",38,1,151.30,"Active"
"16960.0",38,8,2043.43,"Active"
"16018.0",38,4,698.13,"Active"
"16029.0",38,107,122209.14,"Active"
"16127.0",38,2,801.31,"Active"
"18257.0",38,12,4600.15,"Active"
"15329.0",38,11,2984.33,"Active"
"17951.0",39,4,1636.08,"Active"
"16836.0",39,4,782.37,"Active"
"13186.0",39,3,1575.89,"Active"
"15376.0",39,3,1233.36,"Active"
"13813.0",39,8,2765.47,"Active"
"17213.0",39,13,5182.30,"Active"
"12571.0",39,2,519.61,"Active"
"14158.0",39,1,507.66,"Active"
"13421.0",39,8,4103.12,"Active"
"13145.0",39,7,1423.52,"Active"
"13544.0",39,6,829.00,"Active"
"15385.0",39,3,942.08,"Active"
"14808.0",39,8,2741.17,"Active"
"17796.0",39,7,1361.99,"Active"
"12909.0",39,8,3103.19,"Active"
"15752.0",39,9,4207.54,"Active"
"16049.0",39,6,1899.68,"Active"
"15521.0",39,16,7106.69,"Active"
"15748.0",39,3,614.76,"Active"
"15669.0",39,4,684.34,"Active"
"13617.0",39,8,1278.75,"Active"
"12581.0",39,1,197.71,"Active"
"15667.0",39,1,301.32,"Active"
"13103.0",39,3,709.64,"Active"
"15478.0",39,3,2024.98,"Active"
"17447.0",39,2,541.53,"Active"
"14295.0",39,5,2362.91,"Active"
"16190.0",39,8,2723.55,"Active"
"15360.0",39,1,427.93,"Active"
"17373.0",39,7,1167.50,"Active"
"18067.0",39,1,396.33,"Active"
"13607.0",39,2,1078.31,"Active"
"14077.0",40,6,615.08,"Active"
"17255.0",40,4,799.13,"Active"
"15860.0",40,17,2505.21,"Active"
"17609.0",40,11,1894.34,"Active"
"17018.0",40,6,2287.70,"Active"
"16235.0",40,9,2053.71,"Active"
"13566.0",40,5,1708.12,"Active"
"13524.0",40,5,680.18,"Active"
"14810.0",40,13,2537.02,"Active"
"15865.0",40,5,2248.92,"Active"
"15708.0",40,9,4378.72,"Active"
"15059.0",40,19,3523.57,"Active"
"14582.0",40,1,114.11,"Active"
"17372.0",40,28,4377.56,"Active"
"13278.0",40,4,1435.85,"Active"
"14040.0",40,35,12645.57,"Active"
"14179.0",40,2,719.78,"Active"
"16601.0",40,3,684.25,"Active"
"15370.0",40,8,3739.01,"Active"
"13812.0",41,3,539.00,"Active"
"17418.0",41,3,670.06,"Active"
"12678.0",41,21,34281.18,"Active"
"12895.0",41,2,372.80,"Active"
"14221.0",41,17,6517.49,"Active"
"16554.0",41,8,2841.72,"Active"
"17837.0",41,8,1593.38,"Active"
"17272.0",41,4,2148.63,"Active"
"17839.0",41,1,338.80,"Active"
"16102.0",41,3,1842.14,"Active"
"13654.0",42,11,6308.00,"Active"
"17545.0",42,6,1448.54,"Active"
"15288.0",42,10,3883.13,"Active"
"12536.0",42,3,12601.83,"Active"
"14412.0",42,3,1426.19,"Active"
"14716.0",42,3,565.45,"Active"
"13538.0",42,12,3112.73,"Active"
"18287.0",42,7,4182.99,"Active"
"16843.0",42,35,19571.43,"Active"
"15096.0",42,1,219.39,"Active"
"14004.0",42,11,6258.45,"Active"
"14218.0",42,1,169.48,"Active"
"16026.0",42,1,236.09,"Active"
"16648.0",42,3,672.80,"Active"
"14498.0",42,10,3911.27,"Active"
"16680.0",42,3,821.45,"Active"
"12432.0",42,5,5059.32,"Active"
"15622.0",42,17,7852.61,"Active"
"16847.0",42,2,614.89,"Active"
"18261.0",42,2,324.24,"Active"
"14357.0",42,1,225.77,"Active"
"14738.0",42,9,1821.90,"Active"
"12430.0",42,1,256.40,"Active"
"17459.0",42,2,657.30,"Active"
"13993.0",42,19,6775.71,"Active"
"14239.0",42,21,4263.17,"Active"
"16150.0",42,10,4395.59,"Active"
"15014.0",42,2,260.17,"Active"
"14232.0",42,5,2048.07,"Active"
"17669.0",42,10,6142.35,"Active"
"14379.0",43,4,1268.91,"Active"
"15659.0",43,3,532.49,"Active"
"15320.0",43,1,267.13,"Active"
"13416.0",43,3,940.80,"Active"
"17175.0",43,4,1443.69,"Active"
"15835.0",43,4,954.09,"Active"
"17684.0",43,1,239.41,"Active"
"16415.0",43,3,719.44,"Active"
"17878.0",43,3,1412.33,"Active"
"14752.0",43,1,389.64,"Active"
"17414.0",43,6,2249.52,"Active"
"14842.0",43,4,2824.69,"Active"
"14598.0",43,2,384.04,"Active"
"15821.0",43,2,570.96,"Active"
"17895.0",43,1,98.00,"Active"
"14690.0",43,4,794.33,"Active"
"15990.0",43,7,2010.05,"Active"
"13107.0",43,9,5253.07,"Active"
"15791.0",43,5,3608.34,"Active"
"16232.0",43,7,2712.97,"Active"
"18226.0",43,26,11878.88,"Active"
"16345.0",43,2,1198.74,"Active"
"12448.0",43,1,449.45,"Active"
"12456.0",43,3,3181.04,"Active"
"18276.0",43,6,1656.52,"Active"
"12371.0",44,5,4067.38,"Active"
"17024.0",44,3,95.85,"Active"
"16418.0",44,5,1101.94,"Active"
"13182.0",44,1,121.18,"Active"
"14315.0",44,8,3197.82,"Active"
"16258.0",44,15,11942.52,"Active"
"12812.0",44,1,229.64,"Active"
"12879.0",44,3,573.22,"Active"
"15516.0",44,3,62.43,"Active"
"18045.0",44,1,189.40,"Active"
"14341.0",44,18,4467.32,"Active"
"16110.0",44,4,1819.27,"Active"
"16056.0",44,1,664.85,"Active"
"18079.0",44,5,4242.75,"Active"
"17928.0",44,3,341.24,"Active"
"17917.0",44,3,341.28,"Active"
"15240.0",44,12,4459.98,"Active"
"16225.0",44,15,2867.41,"Active"
"16750.0",44,5,623.93,"Active"
"13601.0",44,4,1185.14,"Active"
"14754.0",44,6,1550.48,"Active"
"15158.0",44,2,606.02,"Active"
"13340.0",44,12,22100.56,"Active"
"16208.0",44,10,3440.45,"Active"
"16071.0",44,4,1076.80,"Active"
"15656.0",44,4,748.50,"Active"
"17470.0",44,11,2804.87,"Active"
"16188.0",44,5,1087.66,"Active"
"16454.0",44,4,30.95,"Active"
"15630.0",44,3,1481.40,"Active"
"17712.0",44,1,522.91,"Active"
"14139.0",45,4,1086.80,"Active"
"16728.0",45,4,1054.67,"Active"
"18147.0",45,2,179.34,"Active"
"16708.0",45,1,656.63,"Active"
"13165.0",45,3,1451.16,"Active"
"15786.0",45,5,8514.82,"Active"
"15142.0",45,6,2619.92,"Active"
"17317.0",45,3,2600.34,"Active"
"15801.0",45,3,1063.95,"Active"
"13176.0",45,1,492.84,"Active"
"17344.0",45,2,468.11,"Active"
"12398.0",45,1,1635.66,"Active"
"15844.0",45,1,130.74,"Active"
"17004.0",45,4,2425.16,"Active"
"16444.0",45,17,3656.58,"Active"
"14997.0",45,4,776.60,"Active"
"15345.0",45,1,393.54,"Active"
"13481.0",45,11,3830.84,"Active"
"15068.0",45,4,1176.85,"Active"
"13652.0",45,5,2570.85,"Active"
"14474.0",45,2,1278.08,"Active"
"18240.0",45,1,422.58,"Active"
"15806.0",45,3,784.58,"Active"
"17423.0",45,3,1118.95,"Active"
"16023.0",45,3,719.81,"Active"
"14001.0",45,9,4530.09,"Active"
"16017.0",46,5,1553.83,"Active"
"15592.0",46,1,388.58,"Active"
"16019.0",46,27,17465.85,"Active"
"16325.0",46,12,3597.50,"Active"
"14145.0",46,7,7600.05,"Active"
"14312.0",46,11,3090.29,"Active"
"17836.0",46,1,110.21,"Active"
"16491.0",46,2,1533.16,"Active"
"15215.0",46,7,2422.43,"Active"
"17186.0",46,2,144.00,"Active"
"12546.0",46,2,1161.50,"Active"
"16742.0",46,14,2852.61,"Active"
"17111.0",46,2,476.58,"Active"
"13598.0",46,5,789.59,"Active"
"14764.0",46,1,278.30,"Active"
"14504.0",46,4,673.26,"Active"
"15277.0",46,2,476.34,"Active"
"14019.0",46,3,1421.61,"Active"
"14731.0",46,3,380.02,"Active"
"16686.0",46,16,5070.92,"Active"
"16007.0",47,7,3075.14,"Active"
"15000.0",47,1,490.52,"Active"
"16768.0",47,9,1708.12,"Active"
"14800.0",47,17,7774.32,"Active"
"14233.0",48,7,2904.27,"Active"
"15819.0",48,10,3934.79,"Active"
"15740.0",48,1,154.88,"Active"
"17940.0",48,16,30393.19,"Active"
"15677.0",48,3,1305.63,"Active"
"17361.0",48,5,880.64,"Active"
"13157.0",48,9,5687.36,"Active"
"13974.0",48,2,677.72,"Active"
"13917.0",49,2,272.04,"Active"
"13725.0",49,8,1980.56,"Active"
"16177.0",49,8,2247.31,"Active"
"16099.0",49,7,1573.20,"Active"
"17571.0",49,5,1703.75,"Active"
"17420.0",49,6,1084.43,"Active"
"15129.0",49,23,6860.18,"Active"
"15807.0",49,5,1817.52,"Active"
"14427.0",49,4,1263.52,"Active"
"12407.0",49,5,1708.12,"Active"
"12403.0",49,2,1019.36,"Active"
"17672.0",49,7,5778.63,"Active"
"16846.0",49,3,842.41,"Active"
"13761.0",49,6,1952.17,"Active"
"17092.0",49,11,5594.96,"Active"
"15121.0",49,2,457.72,"Active"
"13366.0",49,1,56.16,"Active"
"16918.0",49,16,3213.29,"Active"
"13573.0",49,6,916.47,"Active"
"15836.0",49,1,137.37,"Active"
"12556.0",49,2,603.71,"Active"
"13918.0",49,2,1212.84,"Active"
"15469.0",49,3,874.25,"Active"
"14967.0",49,6,1982.61,"Active"
"15565.0",49,2,173.16,"Active"
"17125.0",49,1,259.35,"Active"
"15286.0",49,1,240.55,"Active"
"15587.0",49,7,1522.08,"Active"
"14585.0",49,5,1143.27,"Active"
"16153.0",49,11,5133.49,"Active"
"17832.0",49,1,155.37,"Active"
"14484.0",49,4,1070.98,"Active"
"13897.0",49,3,1160.72,"Active"
"16497.0",49,23,6695.28,"Active"
"14495.0",50,3,174.80,"Active"
"16826.0",50,1,341.70,"Active"
"12596.0",50,2,618.27,"Active"
"15803.0",50,4,1929.66,"Active"
"14776.0",50,15,3708.30,"Active"
"15754.0",50,9,3037.61,"Active"
"17354.0",50,4,3143.46,"Active"
"17824.0",50,1,298.40,"Active"
"14306.0",50,6,3151.40,"Active"
"14631.0",50,6,2025.69,"Active"
"18149.0",50,7,1624.71,"Active"
"14923.0",50,1,749.10,"Active"
"13669.0",50,3,413.55,"Active"
"15006.0",50,2,825.14,"Active"
"14638.0",50,1,443.60,"Active"
"14261.0",50,2,1163.45,"Active"
"15468.0",50,3,1430.48,"Active"
"14273.0",50,4,559.97,"Active"
"15664.0",50,4,1254.03,"Active"
"16593.0",50,8,1071.14,"Active"
