"customer_id","recency_days","frequency","monetary","r_score","f_score","m_score","rfm_score","segment"
"14738.0",42,9,1821.90,2,4,3,9,"Cant Lose Them"
"14769.0",2,17,15771.88,1,4,4,9,"Cant Lose Them"
"12432.0",42,5,5059.32,2,3,4,9,"Cant Lose Them"
"12745.0",486,3,925.41,4,2,3,9,"Loyal Customers"
"16016.0",2,11,2533.94,1,4,4,9,"Cant Lose Them"
"14872.0",483,3,816.60,4,3,2,9,"Loyal Customers"
"14842.0",43,4,2824.69,2,3,4,9,"Cant Lose Them"
"18225.0",2,26,13054.26,1,4,4,9,"Cant Lose Them"
"15791.0",43,5,3608.34,2,3,4,9,"Cant Lose Them"
"12989.0",2,33,13551.75,1,4,4,9,"Cant Lose Them"
"12687.0",480,2,2138.91,4,2,3,9,"Loyal Customers"
"12371.0",44,5,4067.38,2,3,4,9,"Cant Lose Them"
"12839.0",2,26,10071.73,1,4,4,9,"Cant Lose Them"
"18079.0",44,5,4242.75,2,3,4,9,"Cant Lose Them"
"15268.0",478,3,961.90,4,2,3,9,"Loyal Customers"
"17004.0",45,4,2425.16,2,3,4,9,"Cant Lose Them"
"15786.0",45,5,8514.82,2,3,4,9,"Cant Lose Them"
"17317.0",45,3,2600.34,2,3,4,9,"Cant Lose Them"
"14293.0",2,9,3267.93,1,4,4,9,"Cant Lose Them"
"15142.0",45,6,2619.92,2,3,4,9,"Cant Lose Them"
"13078.0",2,57,29532.45,1,4,4,9,"Cant Lose Them"
"13652.0",45,5,2570.85,2,3,4,9,"Cant Lose Them"
"18286.0",476,2,1296.43,4,2,3,9,"Loyal Customers"
"13965.0",476,3,996.61,4,2,3,9,"Loyal Customers"
"13089.0",2,203,116737.86,1,4,4,9,"Cant Lose Them"
"16987.0",2,11,2535.90,1,4,4,9,"Cant Lose Them"
"16768.0",47,9,1708.12,2,4,3,9,"Cant Lose Them"
"16099.0",49,7,1573.20,2,4,3,9,"Cant Lose Them"
"17238.0",2,32,7783.10,1,4,4,9,"Cant Lose Them"
"16177.0",49,8,2247.31,2,4,3,9,"Cant Lose Them"
"16705.0",0,42,43515.05,1,4,4,9,"Cant Lose Them"
"13415.0",472,4,800.67,4,3,2,9,"Loyal Customers"
"17049.0",2,19,9947.48,1,4,4,9,"Cant Lose Them"
"15023.0",2,20,12170.68,1,4,4,9,"Cant Lose Them"
"13725.0",49,8,1980.56,2,4,3,9,"Cant Lose Them"
"15587.0",49,7,1522.08,2,4,3,9,"Cant Lose Them"
"13361.0",471,2,1450.50,4,2,3,9,"Loyal Customers"
"16593.0",50,8,1071.14,2,4,3,9,"Cant Lose Them"
"18252.0",50,7,1542.09,2,4,3,9,"Cant Lose Them"
"18149.0",50,7,1624.71,2,4,3,9,"Cant Lose Them"
"13267.0",2,36,9758.26,1,4,4,9,"Cant Lose Them"
"16191.0",2,24,15688.02,1,4,4,9,"Cant Lose Them"
"17354.0",50,4,3143.46,2,3,4,9,"Cant Lose Them"
"14306.0",50,6,3151.40,2,3,4,9,"Cant Lose Them"
"13849.0",51,5,3469.30,2,3,4,9,"Cant Lose Them"
"17963.0",470,4,651.51,4,3,2,9,"Loyal Customers"
"14861.0",51,10,1380.73,2,4,3,9,"Cant Lose Them"
"14260.0",470,3,824.28,4,3,2,9,"Loyal Customers"
"12863.0",51,6,2792.55,2,3,4,9,"Cant Lose Them"
"17511.0",2,60,175603.55,1,4,4,9,"Cant Lose Them"
"16817.0",2,13,2804.90,1,4,4,9,"Cant Lose Them"
"17679.0",52,7,3577.61,2,3,4,9,"Cant Lose Them"
"15505.0",52,5,3610.96,2,3,4,9,"Cant Lose Them"
"16711.0",2,9,2868.48,1,4,4,9,"Cant Lose Them"
"14969.0",703,1,906.23,4,2,3,9,"Loyal Customers"
"15984.0",2,30,8759.32,1,4,4,9,"Cant Lose Them"
"12720.0",2,30,8260.67,1,4,4,9,"Cant Lose Them"
"14949.0",468,4,515.00,4,3,2,9,"Loyal Customers"
"14443.0",53,5,2386.47,2,3,4,9,"Cant Lose Them"
"16563.0",53,6,4422.76,2,3,4,9,"Cant Lose Them"
"18272.0",2,9,4385.98,1,4,4,9,"Cant Lose Them"
"15430.0",467,2,954.75,4,2,3,9,"Loyal Customers"
"16458.0",2,30,5715.34,1,4,4,9,"Cant Lose Them"
"13878.0",54,4,2473.06,2,3,4,9,"Cant Lose Them"
"12454.0",55,5,16679.78,2,3,4,9,"Cant Lose Them"
"17180.0",55,11,2256.98,2,4,3,9,"Cant Lose Them"
"15826.0",55,4,2598.28,2,3,4,9,"Cant Lose Them"
"12631.0",56,6,3481.57,2,3,4,9,"Cant Lose Them"
"14555.0",56,6,2315.63,2,3,4,9,"Cant Lose Them"
"17676.0",3,10,2765.84,1,4,4,9,"Cant Lose Them"
"16013.0",3,84,57446.44,1,4,4,9,"Cant Lose Them"
"13199.0",3,67,16432.89,1,4,4,9,"Cant Lose Them"
"16993.0",463,2,1950.95,4,2,3,9,"Loyal Customers"
"14421.0",56,6,2469.37,2,3,4,9,"Cant Lose Them"
"12876.0",57,4,4081.79,2,3,4,9,"Cant Lose Them"
"14702.0",0,29,6754.22,1,4,4,9,"Cant Lose Them"
"17753.0",463,4,390.56,4,3,2,9,"Loyal Customers"
"16133.0",3,56,22992.26,1,4,4,9,"Cant Lose Them"
"13464.0",57,6,3097.64,2,3,4,9,"Cant Lose Them"
"16770.0",57,9,1932.13,2,4,3,9,"Cant Lose Them"
"15038.0",58,9,1309.86,2,4,3,9,"Cant Lose Them"
"14735.0",3,56,12240.16,1,4,4,9,"Cant Lose Them"
"16120.0",58,6,3056.91,2,3,4,9,"Cant Lose Them"
"16684.0",3,55,147142.77,1,4,4,9,"Cant Lose Them"
"13208.0",58,9,1988.50,2,4,3,9,"Cant Lose Them"
"17190.0",58,7,1743.04,2,4,3,9,"Cant Lose Them"
"13627.0",58,7,2245.90,2,4,3,9,"Cant Lose Them"
"17920.0",3,54,24516.46,1,4,4,9,"Cant Lose Them"
"12788.0",462,4,444.90,4,3,2,9,"Loyal Customers"
"15856.0",3,52,34220.34,1,4,4,9,"Cant Lose Them"
"12682.0",3,52,24033.91,1,4,4,9,"Cant Lose Them"
"17811.0",3,47,9609.80,1,4,4,9,"Cant Lose Them"
"13881.0",3,43,45179.10,1,4,4,9,"Cant Lose Them"
"14201.0",59,10,1193.54,2,4,3,9,"Cant Lose Them"
"16353.0",3,38,9999.46,1,4,4,9,"Cant Lose Them"
"14283.0",462,4,628.44,4,3,2,9,"Loyal Customers"
"15304.0",60,9,919.55,2,4,3,9,"Cant Lose Them"
"13373.0",60,6,7587.19,2,3,4,9,"Cant Lose Them"
"13890.0",0,14,2927.38,1,4,4,9,"Cant Lose Them"
"13259.0",61,9,1433.38,2,4,3,9,"Cant Lose Them"
"13001.0",3,33,24172.10,1,4,4,9,"Cant Lose Them"
"14110.0",3,33,12987.95,1,4,4,9,"Cant Lose Them"
"17706.0",3,31,20749.98,1,4,4,9,"Cant Lose Them"
"17369.0",455,1,979.20,4,2,3,9,"Loyal Customers"
"16608.0",453,2,1288.72,4,2,3,9,"Loyal Customers"
"13230.0",3,30,6360.78,1,4,4,9,"Cant Lose Them"
"13102.0",0,37,11696.92,1,4,4,9,"Cant Lose Them"
"14051.0",0,37,22434.00,1,4,4,9,"Cant Lose Them"
"15640.0",3,29,23957.58,1,4,4,9,"Cant Lose Them"
"17132.0",451,2,1272.80,4,2,3,9,"Loyal Customers"
"13591.0",64,7,2093.94,2,4,3,9,"Cant Lose Them"
"13041.0",450,4,799.13,4,3,2,9,"Loyal Customers"
"17801.0",450,3,798.33,4,3,2,9,"Loyal Customers"
"16592.0",3,28,7807.91,1,4,4,9,"Cant Lose Them"
"13113.0",0,37,18625.73,1,4,4,9,"Cant Lose Them"
"17382.0",64,8,902.28,2,4,3,9,"Cant Lose Them"
"17346.0",3,26,5323.00,1,4,4,9,"Cant Lose Them"
"14396.0",64,7,2121.93,2,4,3,9,"Cant Lose Them"
"15228.0",65,6,5580.27,2,3,4,9,"Cant Lose Them"
"15757.0",65,6,2940.36,2,3,4,9,"Cant Lose Them"
"14562.0",3,26,6729.40,1,4,4,9,"Cant Lose Them"
"14462.0",65,12,2270.01,2,4,3,9,"Cant Lose Them"
"15339.0",65,7,1827.84,2,4,3,9,"Cant Lose Them"
"12543.0",447,1,980.25,4,2,3,9,"Loyal Customers"
"14651.0",66,9,2034.12,2,4,3,9,"Cant Lose Them"
"16253.0",66,7,7310.15,2,3,4,9,"Cant Lose Them"
"13635.0",67,4,2999.16,2,3,4,9,"Cant Lose Them"
"14739.0",3,25,12287.50,1,4,4,9,"Cant Lose Them"
"18116.0",67,13,2154.30,2,4,3,9,"Cant Lose Them"
"13344.0",67,3,2543.72,2,3,4,9,"Cant Lose Them"
"14644.0",67,7,2247.72,2,4,3,9,"Cant Lose Them"
"16774.0",67,8,1594.45,2,4,3,9,"Cant Lose Them"
"15164.0",68,9,2068.92,2,4,3,9,"Cant Lose Them"
"13465.0",445,2,931.12,4,2,3,9,"Loyal Customers"
"14182.0",443,4,678.77,4,3,2,9,"Loyal Customers"
"13764.0",70,6,2953.26,2,3,4,9,"Cant Lose Them"
"13205.0",442,1,2803.20,4,1,4,9,"Loyal Customers"
"14825.0",3,24,4925.08,1,4,4,9,"Cant Lose Them"
"13426.0",0,22,8167.38,1,4,4,9,"Cant Lose Them"
"16101.0",70,4,3229.16,2,3,4,9,"Cant Lose Them"
"13092.0",70,12,2140.28,2,4,3,9,"Cant Lose Them"
"16233.0",70,9,1965.71,2,4,3,9,"Cant Lose Them"
"17950.0",71,7,1432.81,2,4,3,9,"Cant Lose Them"
"13687.0",437,1,11880.84,4,1,4,9,"Loyal Customers"
"17857.0",3,24,28682.24,1,4,4,9,"Cant Lose Them"
"17404.0",3,23,47781.12,1,4,4,9,"Cant Lose Them"
"14401.0",3,22,6795.90,1,4,4,9,"Cant Lose Them"
"13985.0",3,22,10020.86,1,4,4,9,"Cant Lose Them"
"12393.0",71,6,2399.45,2,3,4,9,"Cant Lose Them"
"16650.0",71,7,1916.11,2,4,3,9,"Cant Lose Them"
"15030.0",71,8,1979.91,2,4,3,9,"Cant Lose Them"
"14609.0",71,10,1486.20,2,4,3,9,"Cant Lose Them"
"13505.0",72,4,4393.63,2,3,4,9,"Cant Lose Them"
"13979.0",72,7,3416.23,2,3,4,9,"Cant Lose Them"
"16681.0",72,7,1921.84,2,4,3,9,"Cant Lose Them"
"18283.0",3,22,2736.65,1,4,4,9,"Cant Lose Them"
"12439.0",682,2,1158.18,4,2,3,9,"Loyal Customers"
"16266.0",73,14,1757.95,2,4,3,9,"Cant Lose Them"
"12683.0",3,21,12696.78,1,4,4,9,"Cant Lose Them"
"17997.0",73,8,1970.67,2,4,3,9,"Cant Lose Them"
"16904.0",3,21,5132.37,1,4,4,9,"Cant Lose Them"
"15854.0",3,21,5583.81,1,4,4,9,"Cant Lose Them"
"14802.0",437,2,1502.98,4,2,3,9,"Loyal Customers"
"12877.0",3,20,2955.17,1,4,4,9,"Cant Lose Them"
"12412.0",74,6,2596.93,2,3,4,9,"Cant Lose Them"
"14909.0",436,3,1404.68,4,2,3,9,"Loyal Customers"
"13797.0",436,3,1179.45,4,2,3,9,"Loyal Customers"
"12739.0",77,4,2726.73,2,3,4,9,"Cant Lose Them"
"13055.0",77,4,2321.11,2,3,4,9,"Cant Lose Them"
"14230.0",435,3,979.80,4,2,3,9,"Loyal Customers"
"17884.0",3,20,3072.89,1,4,4,9,"Cant Lose Them"
"14568.0",434,1,919.70,4,2,3,9,"Loyal Customers"
"15067.0",77,5,3877.88,2,3,4,9,"Cant Lose Them"
"17311.0",77,6,3566.56,2,3,4,9,"Cant Lose Them"
"15736.0",434,2,1815.72,4,2,3,9,"Loyal Customers"
"12516.0",77,4,2648.62,2,3,4,9,"Cant Lose Them"
"14038.0",77,5,3069.88,2,3,4,9,"Cant Lose Them"
"14425.0",434,3,661.39,4,3,2,9,"Loyal Customers"
"17218.0",3,18,4192.68,1,4,4,9,"Cant Lose Them"
"17380.0",433,3,645.00,4,3,2,9,"Loyal Customers"
"12520.0",78,5,2634.26,2,3,4,9,"Cant Lose Them"
"17027.0",78,9,1327.11,2,4,3,9,"Cant Lose Them"
"15420.0",433,6,743.00,4,3,2,9,"Loyal Customers"
"16584.0",79,5,3163.67,2,3,4,9,"Cant Lose Them"
"13709.0",3,18,7591.75,1,4,4,9,"Cant Lose Them"
"12701.0",79,6,2446.41,2,3,4,9,"Cant Lose Them"
"13908.0",79,4,2369.55,2,3,4,9,"Cant Lose Them"
"16493.0",79,7,2132.09,2,4,3,9,"Cant Lose Them"
"12435.0",79,6,13925.93,2,3,4,9,"Cant Lose Them"
"18044.0",3,18,3505.61,1,4,4,9,"Cant Lose Them"
"16906.0",81,7,1448.80,2,4,3,9,"Cant Lose Them"
"18194.0",81,6,4162.04,2,3,4,9,"Cant Lose Them"
"17366.0",431,2,1096.24,4,2,3,9,"Loyal Customers"
"14096.0",3,17,65164.79,1,4,4,9,"Cant Lose Them"
"13334.0",81,5,6263.75,2,3,4,9,"Cant Lose Them"
"14934.0",81,5,3503.50,2,3,4,9,"Cant Lose Them"
"12955.0",0,11,4757.16,1,4,4,9,"Cant Lose Them"
"13021.0",3,17,4887.24,1,4,4,9,"Cant Lose Them"
"18198.0",3,17,5425.56,1,4,4,9,"Cant Lose Them"
"14455.0",431,4,628.21,4,3,2,9,"Loyal Customers"
"14113.0",3,16,7092.61,1,4,4,9,"Cant Lose Them"
"17594.0",84,4,2497.88,2,3,4,9,"Cant Lose Them"
"13305.0",3,16,3754.71,1,4,4,9,"Cant Lose Them"
"13662.0",85,11,2250.11,2,4,3,9,"Cant Lose Them"
"13539.0",85,7,1569.36,2,4,3,9,"Cant Lose Them"
"14177.0",85,13,2229.34,2,4,3,9,"Cant Lose Them"
"13134.0",85,6,2475.23,2,3,4,9,"Cant Lose Them"
"16229.0",86,6,2867.86,2,3,4,9,"Cant Lose Them"
"18173.0",86,5,2696.36,2,3,4,9,"Cant Lose Them"
"16036.0",86,4,2556.84,2,3,4,9,"Cant Lose Them"
"15201.0",86,7,1842.95,2,4,3,9,"Cant Lose Them"
"14163.0",86,5,2594.62,2,3,4,9,"Cant Lose Them"
"17640.0",86,6,3168.94,2,3,4,9,"Cant Lose Them"
"15996.0",87,7,1686.90,2,4,3,9,"Cant Lose Them"
"13694.0",3,143,196482.81,1,4,4,9,"Cant Lose Them"
"15031.0",3,14,3156.58,1,4,4,9,"Cant Lose Them"
"15311.0",0,208,116771.16,1,4,4,9,"Cant Lose Them"
"12635.0",89,4,2930.41,2,3,4,9,"Cant Lose Them"
"13124.0",89,4,4782.45,2,3,4,9,"Cant Lose Them"
"14915.0",90,11,1811.25,2,4,3,9,"Cant Lose Them"
"13249.0",91,9,1608.93,2,4,3,9,"Cant Lose Them"
"16027.0",91,15,2048.36,2,4,3,9,"Cant Lose Them"
"15061.0",3,127,137818.52,1,4,4,9,"Cant Lose Them"
"12592.0",91,5,2582.66,2,3,4,9,"Cant Lose Them"
"15400.0",91,8,1302.30,2,4,3,9,"Cant Lose Them"
"13330.0",92,6,2806.18,2,3,4,9,"Cant Lose Them"
"18102.0",0,145,608821.65,1,4,4,9,"Cant Lose Them"
"15885.0",92,15,1951.82,2,4,3,9,"Cant Lose Them"
"17460.0",93,16,2228.27,2,4,3,9,"Cant Lose Them"
"12396.0",673,1,931.43,4,2,3,9,"Loyal Customers"
"16175.0",93,7,1836.44,2,4,3,9,"Cant Lose Them"
"12511.0",428,1,3084.02,4,1,4,9,"Loyal Customers"
"16764.0",3,13,2799.25,1,4,4,9,"Cant Lose Them"
"17560.0",94,8,1895.80,2,4,3,9,"Cant Lose Them"
"13192.0",94,6,2558.58,2,3,4,9,"Cant Lose Them"
"17090.0",3,13,3149.48,1,4,4,9,"Cant Lose Them"
"16172.0",94,8,1884.55,2,4,3,9,"Cant Lose Them"
"15491.0",94,6,3100.09,2,3,4,9,"Cant Lose Them"
"12971.0",3,116,15972.79,1,4,4,9,"Cant Lose Them"
"16200.0",3,12,5643.45,1,4,4,9,"Cant Lose Them"
"13785.0",428,4,542.49,4,3,2,9,"Loyal Customers"
"17744.0",3,7,2649.14,1,4,4,9,"Cant Lose Them"
"14420.0",98,4,1639.17,3,3,3,9,"Loyal Customers"
"16307.0",428,3,1194.92,4,2,3,9,"Loyal Customers"
"14322.0",428,4,474.10,4,3,2,9,"Loyal Customers"
"17298.0",100,5,957.56,3,3,3,9,"Loyal Customers"
"16842.0",100,3,1264.19,3,3,3,9,"Loyal Customers"
"13778.0",102,4,1124.49,3,3,3,9,"Loyal Customers"
"15074.0",104,3,1566.33,3,3,3,9,"Loyal Customers"
"17189.0",105,5,957.63,3,3,3,9,"Loyal Customers"
"14055.0",105,3,1520.96,3,3,3,9,"Loyal Customers"
"16568.0",427,2,1020.90,4,2,3,9,"Loyal Customers"
"13000.0",106,4,1032.50,3,3,3,9,"Loyal Customers"
"16340.0",106,3,1526.06,3,3,3,9,"Loyal Customers"
"14407.0",106,6,2157.73,3,3,3,9,"Loyal Customers"
"14696.0",3,8,2767.90,1,4,4,9,"Cant Lose Them"
"14973.0",106,3,1314.45,3,3,3,9,"Loyal Customers"
"14687.0",106,3,1402.06,3,3,3,9,"Loyal Customers"
"13140.0",107,5,1215.68,3,3,3,9,"Loyal Customers"
"14265.0",108,4,1373.35,3,3,3,9,"Loyal Customers"
"14608.0",3,11,3352.94,1,4,4,9,"Cant Lose Them"
"14013.0",109,5,1084.57,3,3,3,9,"Loyal Customers"
"14246.0",110,3,1474.06,3,3,3,9,"Loyal Customers"
"15938.0",111,9,734.81,3,4,2,9,"Loyal Customers"
"12418.0",112,4,2021.20,3,3,3,9,"Loyal Customers"
"15177.0",425,1,948.93,4,2,3,9,"Loyal Customers"
"15932.0",3,8,2495.87,1,4,4,9,"Cant Lose Them"
"13655.0",113,6,2280.51,3,3,3,9,"Loyal Customers"
"12862.0",425,2,1008.32,4,2,3,9,"Loyal Customers"
"16092.0",114,6,1587.94,3,3,3,9,"Loyal Customers"
"15734.0",114,4,2263.30,3,3,3,9,"Loyal Customers"
"14301.0",116,4,1992.18,3,3,3,9,"Loyal Customers"
"12399.0",118,7,1962.30,3,3,3,9,"Loyal Customers"
"15192.0",119,5,1981.39,3,3,3,9,"Loyal Customers"
"16317.0",119,5,2192.51,3,3,3,9,"Loyal Customers"
"17642.0",119,5,1824.49,3,3,3,9,"Loyal Customers"
"16292.0",121,5,1253.76,3,3,3,9,"Loyal Customers"
"14127.0",122,6,1900.08,3,3,3,9,"Loyal Customers"
"16788.0",122,5,1950.30,3,3,3,9,"Loyal Customers"
"13752.0",123,7,1590.73,3,3,3,9,"Loyal Customers"
"13402.0",126,4,1535.13,3,3,3,9,"Loyal Customers"
"14547.0",3,8,4007.54,1,4,4,9,"Cant Lose Them"
"17429.0",127,5,1357.46,3,3,3,9,"Loyal Customers"
"15133.0",127,5,1806.90,3,3,3,9,"Loyal Customers"
"16835.0",127,6,1538.41,3,3,3,9,"Loyal Customers"
"12584.0",3,9,2338.15,1,4,4,9,"Cant Lose Them"
"12644.0",129,4,1918.49,3,3,3,9,"Loyal Customers"
"12378.0",129,2,5416.32,3,2,4,9,"Loyal Customers"
"17593.0",3,11,8095.80,1,4,4,9,"Cant Lose Them"
"14403.0",129,6,1880.51,3,3,3,9,"Loyal Customers"
"14133.0",129,4,911.14,3,3,3,9,"Loyal Customers"
"16979.0",3,9,2859.74,1,4,4,9,"Cant Lose Them"
"15151.0",422,2,2085.61,4,2,3,9,"Loyal Customers"
"17941.0",130,4,1433.28,3,3,3,9,"Loyal Customers"
"14885.0",131,3,1598.12,3,3,3,9,"Loyal Customers"
"17695.0",131,5,1746.04,3,3,3,9,"Loyal Customers"
"17926.0",132,5,1035.49,3,3,3,9,"Loyal Customers"
"16975.0",422,3,926.12,4,2,3,9,"Loyal Customers"
"15149.0",133,5,1554.61,3,3,3,9,"Loyal Customers"
"13173.0",3,11,2639.35,1,4,4,9,"Cant Lose Them"
"18268.0",133,6,1490.23,3,3,3,9,"Loyal Customers"
"12507.0",133,4,1844.06,3,3,3,9,"Loyal Customers"
"15261.0",134,4,1508.00,3,3,3,9,"Loyal Customers"
"16951.0",134,3,1277.75,3,3,3,9,"Loyal Customers"
"18151.0",134,6,1879.44,3,3,3,9,"Loyal Customers"
"13492.0",135,3,1269.84,3,3,3,9,"Loyal Customers"
"15855.0",136,6,1052.72,3,3,3,9,"Loyal Customers"
"12766.0",3,9,10068.28,1,4,4,9,"Cant Lose Them"
"12749.0",3,9,6897.36,1,4,4,9,"Cant Lose Them"
"17935.0",137,7,686.14,3,4,2,9,"Loyal Customers"
"17649.0",137,3,1578.89,3,3,3,9,"Loyal Customers"
"16948.0",138,7,868.77,3,4,2,9,"Loyal Customers"
"16905.0",4,17,5034.15,1,4,4,9,"Cant Lose Them"
"17694.0",141,3,1695.97,3,3,3,9,"Loyal Customers"
"15108.0",141,4,1300.25,3,3,3,9,"Loyal Customers"
"15713.0",142,4,1010.79,3,3,3,9,"Loyal Customers"
"12782.0",4,11,4618.24,1,4,4,9,"Cant Lose Them"
"12875.0",142,5,1356.99,3,3,3,9,"Loyal Customers"
"16807.0",142,6,2123.88,3,3,3,9,"Loyal Customers"
"14546.0",4,11,5197.90,1,4,4,9,"Cant Lose Them"
"12947.0",143,6,1908.03,3,3,3,9,"Loyal Customers"
"16054.0",144,4,2111.88,3,3,3,9,"Loyal Customers"
"13821.0",144,6,1410.73,3,3,3,9,"Loyal Customers"
"17984.0",144,5,1191.27,3,3,3,9,"Loyal Customers"
"14958.0",146,6,957.94,3,3,3,9,"Loyal Customers"
"17444.0",147,3,2940.04,3,2,4,9,"Loyal Customers"
"17259.0",147,6,1889.34,3,3,3,9,"Loyal Customers"
"14891.0",147,4,1106.73,3,3,3,9,"Loyal Customers"
"15402.0",148,6,1830.54,3,3,3,9,"Loyal Customers"
"12915.0",148,4,1174.75,3,3,3,9,"Loyal Customers"
"12653.0",148,3,4160.83,3,2,4,9,"Loyal Customers"
"13319.0",4,58,22082.50,1,4,4,9,"Cant Lose Them"
"14847.0",148,3,1348.95,3,3,3,9,"Loyal Customers"
"14400.0",148,3,1732.47,3,3,3,9,"Loyal Customers"
"15176.0",667,1,988.04,4,2,3,9,"Loyal Customers"
"13770.0",421,4,785.37,4,3,2,9,"Loyal Customers"
"16450.0",149,3,1505.73,3,3,3,9,"Loyal Customers"
"17337.0",150,4,2027.87,3,3,3,9,"Loyal Customers"
"12717.0",150,3,1308.91,3,3,3,9,"Loyal Customers"
"15920.0",153,9,571.64,3,4,2,9,"Loyal Customers"
"14264.0",154,6,1517.36,3,3,3,9,"Loyal Customers"
"12648.0",154,4,1112.00,3,3,3,9,"Loyal Customers"
"15290.0",4,26,10496.28,1,4,4,9,"Cant Lose Them"
"17954.0",4,19,3966.05,1,4,4,9,"Cant Lose Them"
"14459.0",154,2,5375.74,3,2,4,9,"Loyal Customers"
"13126.0",4,13,3998.25,1,4,4,9,"Cant Lose Them"
"14352.0",156,4,1078.96,3,3,3,9,"Loyal Customers"
"17046.0",156,5,1906.07,3,3,3,9,"Loyal Customers"
"17341.0",156,5,1889.83,3,3,3,9,"Loyal Customers"
"16146.0",156,4,946.38,3,3,3,9,"Loyal Customers"
"15646.0",157,5,974.61,3,3,3,9,"Loyal Customers"
"17402.0",4,23,5096.18,1,4,4,9,"Cant Lose Them"
"15483.0",160,10,862.20,3,4,2,9,"Loyal Customers"
"15572.0",4,10,4068.67,1,4,4,9,"Cant Lose Them"
"14327.0",162,6,1894.93,3,3,3,9,"Loyal Customers"
"16801.0",162,4,1619.73,3,3,3,9,"Loyal Customers"
"14267.0",162,3,1516.24,3,3,3,9,"Loyal Customers"
"13656.0",164,4,1078.85,3,3,3,9,"Loyal Customers"
"15976.0",164,6,1746.64,3,3,3,9,"Loyal Customers"
"17980.0",165,4,1033.42,3,3,3,9,"Loyal Customers"
"13300.0",168,3,1285.51,3,3,3,9,"Loyal Customers"
"16287.0",169,5,1006.98,3,3,3,9,"Loyal Customers"
"14643.0",169,5,1679.89,3,3,3,9,"Loyal Customers"
"15384.0",169,4,2027.79,3,3,3,9,"Loyal Customers"
"16214.0",170,4,2038.25,3,3,3,9,"Loyal Customers"
"15076.0",172,3,1447.74,3,3,3,9,"Loyal Customers"
"18062.0",172,6,1632.67,3,3,3,9,"Loyal Customers"
"15535.0",172,6,1087.82,3,3,3,9,"Loyal Customers"
"16805.0",173,5,1097.24,3,3,3,9,"Loyal Customers"
"15934.0",417,2,2190.66,4,2,3,9,"Loyal Customers"
"13820.0",417,3,660.65,4,3,2,9,"Loyal Customers"
"13005.0",173,4,999.68,3,3,3,9,"Loyal Customers"
"14456.0",4,9,3062.40,1,4,4,9,"Cant Lose Them"
"17616.0",173,4,1060.80,3,3,3,9,"Loyal Customers"
"12908.0",175,5,1776.00,3,3,3,9,"Loyal Customers"
"12841.0",4,40,7540.68,1,4,4,9,"Cant Lose Them"
"17754.0",0,13,4577.53,1,4,4,9,"Cant Lose Them"
"16873.0",4,12,14617.39,1,4,4,9,"Cant Lose Them"
"17141.0",417,4,754.33,4,3,2,9,"Loyal Customers"
"12809.0",177,3,1755.94,3,3,3,9,"Loyal Customers"
"17179.0",177,6,1507.26,3,3,3,9,"Loyal Customers"
"16461.0",177,3,1615.22,3,3,3,9,"Loyal Customers"
"15574.0",177,6,1518.70,3,3,3,9,"Loyal Customers"
"13663.0",178,5,2047.51,3,3,3,9,"Loyal Customers"
"13476.0",178,5,2061.47,3,3,3,9,"Loyal Customers"
"12913.0",4,13,6700.86,1,4,4,9,"Cant Lose Them"
"15867.0",4,31,9063.95,1,4,4,9,"Cant Lose Them"
"13900.0",182,6,1610.59,3,3,3,9,"Loyal Customers"
"14839.0",417,3,915.28,4,2,3,9,"Loyal Customers"
"14060.0",4,30,9519.08,1,4,4,9,"Cant Lose Them"
"13466.0",183,5,1013.35,3,3,3,9,"Loyal Customers"
"14231.0",183,4,1235.62,3,3,3,9,"Loyal Customers"
"16746.0",4,42,18066.40,1,4,4,9,"Cant Lose Them"
"17987.0",184,5,1003.64,3,3,3,9,"Loyal Customers"
"16854.0",416,2,1408.96,4,2,3,9,"Loyal Customers"
"12383.0",184,5,1850.56,3,3,3,9,"Loyal Customers"
"16955.0",184,6,1309.41,3,3,3,9,"Loyal Customers"
"17707.0",184,8,609.30,3,4,2,9,"Loyal Customers"
"17854.0",184,6,1071.45,3,3,3,9,"Loyal Customers"
"16611.0",185,6,1785.13,3,3,3,9,"Loyal Customers"
"17143.0",416,2,924.11,4,2,3,9,"Loyal Customers"
"12891.0",185,11,840.50,3,4,2,9,"Loyal Customers"
"15358.0",4,42,17050.41,1,4,4,9,"Cant Lose Them"
"17389.0",0,61,57224.68,1,4,4,9,"Cant Lose Them"
"14682.0",187,6,1514.81,3,3,3,9,"Loyal Customers"
"17023.0",416,3,800.18,4,3,2,9,"Loyal Customers"
"15508.0",188,6,1000.27,3,3,3,9,"Loyal Customers"
"13294.0",189,3,1689.53,3,3,3,9,"Loyal Customers"
"16529.0",189,4,2012.00,3,3,3,9,"Loyal Customers"
"17531.0",189,3,1266.82,3,3,3,9,"Loyal Customers"
"17472.0",190,4,935.10,3,3,3,9,"Loyal Customers"
"13475.0",190,4,1431.78,3,3,3,9,"Loyal Customers"
"16931.0",4,23,5233.62,1,4,4,9,"Cant Lose Them"
"17152.0",194,4,2016.50,3,3,3,9,"Loyal Customers"
"16034.0",195,6,928.72,3,3,3,9,"Loyal Customers"
"16275.0",196,3,2151.11,3,3,3,9,"Loyal Customers"
"16521.0",414,3,1148.01,4,2,3,9,"Loyal Customers"
